Wm82.a4.v1 Gene,Corresponding Gene,Assembly
Glyma.12g090900,Glyma.12g090900,Glyma2.0
Glyma.12g091000,Glyma12g09650,Glyma 1.1
Glyma.12g091000,Glyma.12g091000,Glyma2.0
Glyma.12g091100,Glyma12g09660,Glyma 1.1
Glyma.12g091100,Glyma.12g091100,Glyma2.0
Glyma.12g091200,Glyma12g09670,Glyma 1.1
Glyma.12g091200,Glyma.12g091200,Glyma2.0
Glyma.12g091300,Glyma12g09680,Glyma 1.1
Glyma.12g091300,Glyma.12g091300,Glyma2.0
Glyma.12g091500,Glyma12g09690,Glyma 1.1
Glyma.12g091500,Glyma.12g091500,Glyma2.0
Glyma.12g091600,Glyma12g09700,Glyma 1.1
Glyma.12g091600,Glyma.12g091600,Glyma2.0
Glyma.12g091700,Glyma12g09710,Glyma 1.1
Glyma.12g091700,Glyma.12g091700,Glyma2.0
Glyma.12g091900,Glyma12g09720,Glyma 1.1
Glyma.12g091900,Glyma.12g091900,Glyma2.0
Glyma.12g092200,Glyma12g09740,Glyma 1.1
Glyma.12g092200,Glyma.12g092200,Glyma2.0
Glyma.12g092300,Glyma12g09750,Glyma 1.1
Glyma.12g092300,Glyma.12g092300,Glyma2.0
Glyma.12g092400,Glyma12g09760,Glyma 1.1
Glyma.12g092400,Glyma.12g092400,Glyma2.0
Glyma.12g092500,Glyma12g09771,Glyma 1.1
Glyma.12g092500,Glyma.12g092500,Glyma2.0
Glyma.12g092600,Glyma12g09780,Glyma 1.1
Glyma.12g092600,Glyma.12g092600,Glyma2.0
Glyma.12g092800,Glyma12g09800,Glyma 1.1
Glyma.12g092800,Glyma.12g092800,Glyma2.0
Glyma.12g092900,Glyma12g09810,Glyma 1.1
Glyma.12g092900,Glyma.12g092900,Glyma2.0
Glyma.12g093000,Glyma12g09820,Glyma 1.1
Glyma.12g093000,Glyma.12g093000,Glyma2.0
Glyma.12g093100,Glyma12g09830,Glyma 1.1
Glyma.12g093100,Glyma.12g093100,Glyma2.0
Glyma.12g093200,Glyma12g09840,Glyma 1.1
Glyma.12g093200,Glyma.12g093200,Glyma2.0
Glyma.12g093300,Glyma12g09850,Glyma 1.1
Glyma.12g093300,Glyma.12g093300,Glyma2.0
Glyma.12g093400,Glyma12g09860,Glyma 1.1
Glyma.12g093400,Glyma.12g093400,Glyma2.0
Glyma.12g093600,Glyma12g09880,Glyma 1.1
Glyma.12g093600,Glyma.12g093600,Glyma2.0
Glyma.12g093700,Glyma12g09900,Glyma 1.1
Glyma.12g093700,Glyma.12g093700,Glyma2.0
Glyma.12g093800,Glyma12g09910,Glyma 1.1
Glyma.12g093800,Glyma.12g093800,Glyma2.0
Glyma.12g093900,Glyma12g09920,Glyma 1.1
Glyma.12g093900,Glyma.12g093900,Glyma2.0
Glyma.12g094000,Glyma12g09930,Glyma 1.1
Glyma.12g094000,Glyma.12g094000,Glyma2.0
Glyma.12g094100,Glyma12g09940,Glyma 1.1
Glyma.12g094100,Glyma.12g094100,Glyma2.0
Glyma.12g094200,Glyma12g09960,Glyma 1.1
Glyma.12g094200,Glyma.12g094200,Glyma2.0
Glyma.12g094400,Glyma12g09980,Glyma 1.1
Glyma.12g094400,Glyma.12g094400,Glyma2.0
Glyma.12g094500,Glyma12g09990,Glyma 1.1
Glyma.12g094500,Glyma.12g094500,Glyma2.0
Glyma.12g094800,Glyma12g10030,Glyma 1.1
Glyma.12g094800,Glyma.12g094800,Glyma2.0
Glyma.12g094900,Glyma12g10040,Glyma 1.1
Glyma.12g094900,Glyma.12g094900,Glyma2.0
Glyma.12g095000,Glyma12g10060,Glyma 1.1
Glyma.12g095000,Glyma.12g095000,Glyma2.0
Glyma.12g095200,Glyma12g10100,Glyma 1.1
Glyma.12g095200,Glyma.12g095200,Glyma2.0
Glyma.12g095300,Glyma12g10120,Glyma 1.1
Glyma.12g095300,Glyma.12g095300,Glyma2.0
Glyma.12g095400,Glyma12g10130,Glyma 1.1
Glyma.12g095400,Glyma.12g095400,Glyma2.0
Glyma.12g095500,Glyma12g10140,Glyma 1.1
Glyma.12g095500,Glyma.12g095500,Glyma2.0
Glyma.12g095700,Glyma12g10150,Glyma 1.1
Glyma.12g095700,Glyma.12g095700,Glyma2.0
Glyma.12g095800,Glyma12g10160,Glyma 1.1
Glyma.12g095800,Glyma.12g095800,Glyma2.0
Glyma.12g095900,Glyma12g10170,Glyma 1.1
Glyma.12g095900,Glyma.12g095900,Glyma2.0
Glyma.12g096000,Glyma12g10210,Glyma 1.1
Glyma.12g096000,Glyma.12g096000,Glyma2.0
Glyma.12g096100,Glyma12g10230,Glyma 1.1
Glyma.12g096100,Glyma.12g096100,Glyma2.0
Glyma.12g096300,Glyma12g10240,Glyma 1.1
Glyma.12g096300,Glyma.12g096300,Glyma2.0
Glyma.12g096400,Glyma12g10250,Glyma 1.1
Glyma.12g096400,Glyma.12g096400,Glyma2.0
Glyma.12g096500,Glyma12g10260,Glyma 1.1
Glyma.12g096500,Glyma.12g096500,Glyma2.0
Glyma.12g096600,Glyma12g10270,Glyma 1.1
Glyma.12g096600,Glyma.12g096600,Glyma2.0
Glyma.12g096700,Glyma12g10280,Glyma 1.1
Glyma.12g096700,Glyma.12g096700,Glyma2.0
Glyma.12g096800,Glyma12g10290,Glyma 1.1
Glyma.12g096800,Glyma.12g096800,Glyma2.0
Glyma.12g096900,Glyma12g10300,Glyma 1.1
Glyma.12g096900,Glyma.12g096900,Glyma2.0
Glyma.12g097100,Glyma12g10350,Glyma 1.1
Glyma.12g097100,Glyma.12g097100,Glyma2.0
Glyma.12g097200,Glyma12g10370,Glyma 1.1
Glyma.12g097200,Glyma.12g097200,Glyma2.0
Glyma.12g097300,Glyma12g10380,Glyma 1.1
Glyma.12g097300,Glyma.12g097300,Glyma2.0
Glyma.12g097400,Glyma12g10390,Glyma 1.1
Glyma.12g097400,Glyma.12g097400,Glyma2.0
Glyma.12g097500,Glyma12g10400,Glyma 1.1
Glyma.12g097500,Glyma.12g097500,Glyma2.0
Glyma.12g097700,Glyma12g10420,Glyma 1.1
Glyma.12g097700,Glyma.12g097700,Glyma2.0
Glyma.12g097800,Glyma12g10430,Glyma 1.1
Glyma.12g097800,Glyma.12g097800,Glyma2.0
Glyma.12g098000,Glyma12g10460,Glyma 1.1
Glyma.12g098000,Glyma.12g098000,Glyma2.0
Glyma.12g098200,Glyma12g10490,Glyma 1.1
Glyma.12g098200,Glyma.12g098200,Glyma2.0
Glyma.12g098300,Glyma12g10500,Glyma 1.1
Glyma.12g098300,Glyma.12g098300,Glyma2.0
Glyma.12g098400,Glyma12g10510,Glyma 1.1
Glyma.12g098400,Glyma.12g098400,Glyma2.0
Glyma.12g098600,Glyma12g10520,Glyma 1.1
Glyma.12g098600,Glyma.12g098600,Glyma2.0
Glyma.12g098800,Glyma12g10540,Glyma 1.1
Glyma.12g098800,Glyma.12g098800,Glyma2.0
Glyma.12g098900,Glyma12g10580,Glyma 1.1
Glyma.12g098900,Glyma.12g098900,Glyma2.0
Glyma.12g099000,Glyma12g10590,Glyma 1.1
Glyma.12g099000,Glyma.12g099000,Glyma2.0
Glyma.12g099100,Glyma12g10600,Glyma 1.1
Glyma.12g099100,Glyma.12g099100,Glyma2.0
Glyma.12g099200,Glyma12g10610,Glyma 1.1
Glyma.12g099200,Glyma.12g099200,Glyma2.0
Glyma.12g099300,Glyma12g10620,Glyma 1.1
Glyma.12g099300,Glyma.12g099300,Glyma2.0
Glyma.12g099500,Glyma12g10650,Glyma 1.1
Glyma.12g099500,Glyma.12g099500,Glyma2.0
Glyma.12g099700,Glyma12g10670,Glyma 1.1
Glyma.12g099700,Glyma.12g099700,Glyma2.0
Glyma.12g099800,Glyma12g10680,Glyma 1.1
Glyma.12g099800,Glyma.12g099800,Glyma2.0
Glyma.12g099900,Glyma12g10690,Glyma 1.1
Glyma.12g099900,Glyma.12g099900,Glyma2.0
Glyma.12g100100,Glyma12g10710,Glyma 1.1
Glyma.12g100100,Glyma.12g100100,Glyma2.0
Glyma.12g100300,Glyma12g10750,Glyma 1.1
Glyma.12g100300,Glyma.12g100300,Glyma2.0
Glyma.12g100400,Glyma12g10760,Glyma 1.1
Glyma.12g100400,Glyma.12g100400,Glyma2.0
Glyma.12g100500,Glyma12g10780,Glyma 1.1
Glyma.12g100500,Glyma.12g100500,Glyma2.0
Glyma.12g100600,Glyma12g10790,Glyma 1.1
Glyma.12g100600,Glyma.12g100600,Glyma2.0
Glyma.12g100700,Glyma12g10810,Glyma 1.1
Glyma.12g100700,Glyma.12g100700,Glyma2.0
Glyma.12g100900,Glyma12g10831,Glyma 1.1
Glyma.12g100900,Glyma.12g100900,Glyma2.0
Glyma.12g101200,Glyma12g10850,Glyma 1.1
Glyma.12g101200,Glyma.12g101200,Glyma2.0
Glyma.12g101300,Glyma12g10880,Glyma 1.1
Glyma.12g101300,Glyma.12g101300,Glyma2.0
Glyma.12g101400,Glyma12g10890,Glyma 1.1
Glyma.12g101400,Glyma.12g101400,Glyma2.0
Glyma.12g101500,Glyma12g10920,Glyma 1.1
Glyma.12g101500,Glyma.12g101500,Glyma2.0
Glyma.12g101600,Glyma12g10930,Glyma 1.1
Glyma.12g101600,Glyma.12g101600,Glyma2.0
Glyma.12g101800,Glyma12g10960,Glyma 1.1
Glyma.12g101800,Glyma.12g101800,Glyma2.0
Glyma.12g102000,Glyma12g10990,Glyma 1.1
Glyma.12g102000,Glyma.12g102000,Glyma2.0
Glyma.12g102300,Glyma12g11030,Glyma 1.1
Glyma.12g102300,Glyma.12g102300,Glyma2.0
Glyma.12g102400,Glyma12g11060,Glyma 1.1
Glyma.12g102400,Glyma.12g102400,Glyma2.0
Glyma.12g102600,Glyma12g11100,Glyma 1.1
Glyma.12g102600,Glyma.12g102600,Glyma2.0
Glyma.12g102700,Glyma12g11110,Glyma 1.1
Glyma.12g102700,Glyma.12g102700,Glyma2.0
Glyma.12g102800,Glyma12g11120,Glyma 1.1
Glyma.12g102800,Glyma.12g102800,Glyma2.0
Glyma.12g102900,Glyma12g11130,Glyma 1.1
Glyma.12g102900,Glyma.12g102900,Glyma2.0
Glyma.12g103000,Glyma12g11140,Glyma 1.1
Glyma.12g103000,Glyma.12g103000,Glyma2.0
Glyma.12g103100,Glyma12g11150,Glyma 1.1
Glyma.12g103100,Glyma.12g103100,Glyma2.0
Glyma.12g103200,Glyma12g11161,Glyma 1.1
Glyma.12g103200,Glyma.12g103200,Glyma2.0
Glyma.12g103300,Glyma12g11170,Glyma 1.1
Glyma.12g103300,Glyma.12g103300,Glyma2.0
Glyma.12g103400,Glyma12g11180,Glyma 1.1
Glyma.12g103400,Glyma.12g103400,Glyma2.0
Glyma.12g103500,Glyma12g11200,Glyma 1.1
Glyma.12g103500,Glyma.12g103500,Glyma2.0
Glyma.12g103600,Glyma12g11210,Glyma 1.1
Glyma.12g103600,Glyma.12g103600,Glyma2.0
Glyma.12g103700,Glyma12g11220,Glyma 1.1
Glyma.12g103700,Glyma.12g103700,Glyma2.0
Glyma.12g103800,Glyma12g11230,Glyma 1.1
Glyma.12g103800,Glyma.12g103800,Glyma2.0
Glyma.12g103900,Glyma12g11240,Glyma 1.1
Glyma.12g103900,Glyma.12g103900,Glyma2.0
Glyma.12g104000,Glyma12g11250,Glyma 1.1
Glyma.12g104000,Glyma.12g104000,Glyma2.0
Glyma.12g104100,Glyma12g11260,Glyma 1.1
Glyma.12g104100,Glyma.12g104100,Glyma2.0
Glyma.12g104200,Glyma12g11270,Glyma 1.1
Glyma.12g104200,Glyma.12g104200,Glyma2.0
Glyma.12g104500,Glyma12g11330,Glyma 1.1
Glyma.12g104500,Glyma.12g104500,Glyma2.0
Glyma.12g104600,Glyma12g11340,Glyma 1.1
Glyma.12g104600,Glyma.12g104600,Glyma2.0
Glyma.12g104800,Glyma12g11390,Glyma 1.1
Glyma.12g104800,Glyma.12g104800,Glyma2.0
Glyma.12g105000,Glyma12g11420,Glyma 1.1
Glyma.12g105000,Glyma.12g105000,Glyma2.0
Glyma.12g105100,Glyma12g11443,Glyma 1.1
Glyma.12g105100,Glyma.12g105100,Glyma2.0
Glyma.12g105300,Glyma12g11466,Glyma 1.1
Glyma.12g105300,Glyma.12g105300,Glyma2.0
Glyma.12g105400,Glyma12g11490,Glyma 1.1
Glyma.12g105400,Glyma.12g105400,Glyma2.0
Glyma.12g105500,Glyma12g11501,Glyma 1.1
Glyma.12g105500,Glyma.12g105500,Glyma2.0
Glyma.12g105600,Glyma12g11510,Glyma 1.1
Glyma.12g105600,Glyma.12g105600,Glyma2.0
Glyma.12g105700,Glyma12g11540,Glyma 1.1
Glyma.12g105700,Glyma.12g105700,Glyma2.0
Glyma.12g105900,Glyma12g11556,Glyma 1.1
Glyma.12g105900,Glyma.12g105900,Glyma2.0
Glyma.12g106200,Glyma12g11582,Glyma 1.1
Glyma.12g106200,Glyma.12g106200,Glyma2.0
Glyma.12g106300,Glyma12g11591,Glyma 1.1
Glyma.12g106300,Glyma.12g106300,Glyma2.0
Glyma.12g106400,Glyma12g11600,Glyma 1.1
Glyma.12g106400,Glyma.12g106400,Glyma2.0
Glyma.12g106600,Glyma12g11620,Glyma 1.1
Glyma.12g106600,Glyma.12g106600,Glyma2.0
Glyma.12g106900,Glyma12g11681,Glyma 1.1
Glyma.12g106900,Glyma.12g106900,Glyma2.0
Glyma.12g107000,Glyma12g11690,Glyma 1.1
Glyma.12g107000,Glyma.12g107000,Glyma2.0
Glyma.12g107100,Glyma12g11700,Glyma 1.1
Glyma.12g107100,Glyma.12g107100,Glyma2.0
Glyma.12g107200,Glyma12g11721,Glyma 1.1
Glyma.12g107200,Glyma.12g107200,Glyma2.0
Glyma.12g107300,Glyma12g11740,Glyma 1.1
Glyma.12g107300,Glyma.12g107300,Glyma2.0
Glyma.12g107500,Glyma12g11760,Glyma 1.1
Glyma.12g107500,Glyma.12g107500,Glyma2.0
Glyma.12g107600,Glyma12g11770,Glyma 1.1
Glyma.12g107600,Glyma.12g107600,Glyma2.0
Glyma.12g107700,Glyma12g11780,Glyma 1.1
Glyma.12g107700,Glyma.12g107700,Glyma2.0
Glyma.12g108000,Glyma12g11800,Glyma 1.1
Glyma.12g108000,Glyma.12g108000,Glyma2.0
Glyma.12g108100,Glyma12g11810,Glyma 1.1
Glyma.12g108100,Glyma.12g108100,Glyma2.0
Glyma.12g108200,Glyma12g11820,Glyma 1.1
Glyma.12g108200,Glyma.12g108200,Glyma2.0
Glyma.12g108400,Glyma12g11835,Glyma 1.1
Glyma.12g108400,Glyma.12g108400,Glyma2.0
Glyma.12g108500,Glyma12g11850,Glyma 1.1
Glyma.12g108500,Glyma.12g108500,Glyma2.0
Glyma.12g108600,Glyma12g11860,Glyma 1.1
Glyma.12g108600,Glyma.12g108600,Glyma2.0
Glyma.12g108750,Glyma.06G226200,Glyma 1.1
Glyma.12g108750,Glyma.12g108750,Glyma2.0
Glyma.12g108900,Glyma12g11890,Glyma 1.1
Glyma.12g108900,Glyma.12g108900,Glyma2.0
Glyma.12g109500,Glyma12g12180,Glyma 1.1
Glyma.12g109500,Glyma.12g109500,Glyma2.0
Glyma.12g109600,Glyma12g12190,Glyma 1.1
Glyma.12g109600,Glyma.12g109600,Glyma2.0
Glyma.12g109700,Glyma12g12210,Glyma 1.1
Glyma.12g109700,Glyma.12g109700,Glyma2.0
Glyma.12g109800,Glyma12g12230,Glyma 1.1
Glyma.12g109800,Glyma.12g109800,Glyma2.0
Glyma.12g110000,Glyma12g12250,Glyma 1.1
Glyma.12g110000,Glyma.12g110000,Glyma2.0
Glyma.12g110100,Glyma12g12260,Glyma 1.1
Glyma.12g110100,Glyma.12g110100,Glyma2.0
Glyma.12g110400,Glyma12g12270,Glyma 1.1
Glyma.12g110400,Glyma.12g110400,Glyma2.0
Glyma.12g110600,Glyma12g12290,Glyma 1.1
Glyma.12g110600,Glyma.12g110600,Glyma2.0
Glyma.12g110700,Glyma12g12300,Glyma 1.1
Glyma.12g110700,Glyma.12g110700,Glyma2.0
Glyma.12g111000,Glyma12g12330,Glyma 1.1
Glyma.12g111000,Glyma.12g111000,Glyma2.0
Glyma.12g111100,Glyma12g12340,Glyma 1.1
Glyma.12g111100,Glyma.12g111100,Glyma2.0
Glyma.12g111200,Glyma12g12350,Glyma 1.1
Glyma.12g111200,Glyma.12g111200,Glyma2.0
Glyma.12g111400,Glyma12g12400,Glyma 1.1
Glyma.12g111400,Glyma.12g111400,Glyma2.0
Glyma.12g111500,Glyma12g12463,Glyma 1.1
Glyma.12g111500,Glyma.12g111500,Glyma2.0
Glyma.12g111700,Glyma12g12530,Glyma 1.1
Glyma.12g111700,Glyma.12g111700,Glyma2.0
Glyma.12g111800,Glyma12g12540,Glyma 1.1
Glyma.12g111800,Glyma.12g111800,Glyma2.0
Glyma.12g112000,Glyma12g12600,Glyma 1.1
Glyma.12g112000,Glyma.12g112000,Glyma2.0
Glyma.12g112100,Glyma12g12613,Glyma 1.1
Glyma.12g112100,Glyma.12g112100,Glyma2.0
Glyma.12g112400,Glyma12g12640,Glyma 1.1
Glyma.12g112400,Glyma.12g112400,Glyma2.0
Glyma.12g112500,Glyma12g12650,Glyma 1.1
Glyma.12g112500,Glyma.12g112500,Glyma2.0
Glyma.12g112600,Glyma12g12660,Glyma 1.1
Glyma.12g112600,Glyma.12g112600,Glyma2.0
Glyma.12g112800,Glyma12g12700,Glyma 1.1
Glyma.12g112800,Glyma.12g112800,Glyma2.0
Glyma.12g112900,Glyma12g12710,Glyma 1.1
Glyma.12g112900,Glyma.12g112900,Glyma2.0
Glyma.12g113100,Glyma12g12730,Glyma 1.1
Glyma.12g113100,Glyma.12g113100,Glyma2.0
Glyma.12g113200,Glyma12g12740,Glyma 1.1
Glyma.12g113200,Glyma.12g113200,Glyma2.0
Glyma.12g113400,Glyma12g12770,Glyma 1.1
Glyma.12g113400,Glyma.12g113400,Glyma2.0
Glyma.12g113500,Glyma12g12780,Glyma 1.1
Glyma.12g113500,Glyma.12g113500,Glyma2.0
Glyma.12g113700,Glyma12g12790,Glyma 1.1
Glyma.12g113700,Glyma.12g113700,Glyma2.0
Glyma.12g113800,Glyma12g12800,Glyma 1.1
Glyma.12g113800,Glyma.12g113800,Glyma2.0
Glyma.12g113900,Glyma12g12810,Glyma 1.1
Glyma.12g113900,Glyma.12g113900,Glyma2.0
Glyma.12g114000,Glyma12g12830,Glyma 1.1
Glyma.12g114000,Glyma.12g114000,Glyma2.0
Glyma.12g114100,Glyma12g12850,Glyma 1.1
Glyma.12g114100,Glyma.12g114100,Glyma2.0
Glyma.12g114200,Glyma12g12870,Glyma 1.1
Glyma.12g114200,Glyma.12g114200,Glyma2.0
Glyma.12g114300,Glyma12g12880,Glyma 1.1
Glyma.12g114300,Glyma.12g114300,Glyma2.0
Glyma.12g114500,Glyma12g12950,Glyma 1.1
Glyma.12g114500,Glyma.12g114500,Glyma2.0
Glyma.12g114600,Glyma12g12960,Glyma 1.1
Glyma.12g114600,Glyma.12g114600,Glyma2.0
Glyma.12g114900,Glyma12g13020,Glyma 1.1
Glyma.12g114900,Glyma.12g114900,Glyma2.0
Glyma.12g115000,Glyma12g13041,Glyma 1.1
Glyma.12g115000,Glyma.12g115000,Glyma2.0
Glyma.12g115100,Glyma12g13051,Glyma 1.1
Glyma.12g115100,Glyma.12g115100,Glyma2.0
Glyma.12g115400,Glyma12g13100,Glyma 1.1
Glyma.12g115400,Glyma.12g115400,Glyma2.0
Glyma.12g115600,Glyma12g13130,Glyma 1.1
Glyma.12g115600,Glyma.12g115600,Glyma2.0
Glyma.12g115800,Glyma12g13180,Glyma 1.1
Glyma.12g115800,Glyma.12g115800,Glyma2.0
Glyma.12g116000,Glyma12g13190,Glyma 1.1
Glyma.12g116000,Glyma.12g116000,Glyma2.0
Glyma.12g116100,Glyma12g13220,Glyma 1.1
Glyma.12g116100,Glyma.12g116100,Glyma2.0
Glyma.12g116200,Glyma12g13230,Glyma 1.1
Glyma.12g116200,Glyma.12g116200,Glyma2.0
Glyma.12g116300,Glyma12g13240,Glyma 1.1
Glyma.12g116300,Glyma.12g116300,Glyma2.0
Glyma.12g116400,Glyma12g13255,Glyma 1.1
Glyma.12g116400,Glyma.12g116400,Glyma2.0
Glyma.12g116500,Glyma12g13270,Glyma 1.1
Glyma.12g116500,Glyma.12g116500,Glyma2.0
Glyma.12g116700,Glyma12g13280,Glyma 1.1
Glyma.12g116700,Glyma.12g116700,Glyma2.0
Glyma.12g116800,Glyma12g13290,Glyma 1.1
Glyma.12g116800,Glyma.12g116800,Glyma2.0
Glyma.12g116900,Glyma12g13300,Glyma 1.1
Glyma.12g116900,Glyma.12g116900,Glyma2.0
Glyma.12g117000,Glyma12g13315,Glyma 1.1
Glyma.12g117000,Glyma.12g117000,Glyma2.0
Glyma.12g117400,Glyma12g13380,Glyma 1.1
Glyma.12g117400,Glyma.12g117400,Glyma2.0
Glyma.12g117500,Glyma12g13390,Glyma 1.1
Glyma.12g117500,Glyma.12g117500,Glyma2.0
Glyma.12g117600,Glyma12g13410,Glyma 1.1
Glyma.12g117600,Glyma.12g117600,Glyma2.0
Glyma.12g117700,Glyma12g13430,Glyma 1.1
Glyma.12g117700,Glyma.12g117700,Glyma2.0
Glyma.12g117800,Glyma12g13470,Glyma 1.1
Glyma.12g117800,Glyma.12g117800,Glyma2.0
Glyma.12g117900,Glyma12g13500,Glyma 1.1
Glyma.12g117900,Glyma.12g117900,Glyma2.0
Glyma.12g118200,Glyma12g13580,Glyma 1.1
Glyma.12g118200,Glyma.12g118200,Glyma2.0
Glyma.12g118300,Glyma12g13601,Glyma 1.1
Glyma.12g118300,Glyma.12g118300,Glyma2.0
Glyma.12g118700,Glyma12g13710,Glyma 1.1
Glyma.12g118700,Glyma.12g118700,Glyma2.0
Glyma.12g118800,Glyma12g13810,Glyma 1.1
Glyma.12g118800,Glyma.12g118800,Glyma2.0
Glyma.12g119000,Glyma12g13835,Glyma 1.1
Glyma.12g119000,Glyma.12g119000,Glyma2.0
Glyma.12g119100,Glyma12g13860,Glyma 1.1
Glyma.12g119100,Glyma.12g119100,Glyma2.0
Glyma.12g119200,Glyma12g13920,Glyma 1.1
Glyma.12g119200,Glyma.12g119200,Glyma2.0
Glyma.12g119300,Glyma12g13935,Glyma 1.1
Glyma.12g119300,Glyma.12g119300,Glyma2.0
Glyma.12g119800,Glyma12g14000,Glyma 1.1
Glyma.12g119800,Glyma.12g119800,Glyma2.0
Glyma.12g119900,Glyma12g14007,Glyma 1.1
Glyma.12g119900,Glyma.12g119900,Glyma2.0
Glyma.12g120100,Glyma12g14030,Glyma 1.1
Glyma.12g120100,Glyma.12g120100,Glyma2.0
Glyma.12g120200,Glyma12g14050,Glyma 1.1
Glyma.12g120200,Glyma.12g120200,Glyma2.0
Glyma.12g120300,Glyma12g14060,Glyma 1.1
Glyma.12g120300,Glyma.12g120300,Glyma2.0
Glyma.12g120400,Glyma12g14070,Glyma 1.1
Glyma.12g120400,Glyma.12g120400,Glyma2.0
Glyma.12g120500,Glyma12g14080,Glyma 1.1
Glyma.12g120500,Glyma.12g120500,Glyma2.0
Glyma.12g120600,Glyma12g14090,Glyma 1.1
Glyma.12g120600,Glyma.12g120600,Glyma2.0
Glyma.12g120700,Glyma12g14101,Glyma 1.1
Glyma.12g120700,Glyma.12g120700,Glyma2.0
Glyma.12g120800,Glyma12g14110,Glyma 1.1
Glyma.12g120800,Glyma.12g120800,Glyma2.0
Glyma.12g121000,Glyma12g14130,Glyma 1.1
Glyma.12g121000,Glyma.12g121000,Glyma2.0
Glyma.12g121600,Glyma12g14215,Glyma 1.1
Glyma.12g121600,Glyma.12g121600,Glyma2.0
Glyma.12g121700,Glyma12g14230,Glyma 1.1
Glyma.12g121700,Glyma.12g121700,Glyma2.0
Glyma.12g121800,Glyma12g14241,Glyma 1.1
Glyma.12g121800,Glyma.12g121800,Glyma2.0
Glyma.12g122100,Glyma12g14296,Glyma 1.1
Glyma.12g122100,Glyma.12g122100,Glyma2.0
Glyma.12g122200,Glyma12g14320,Glyma 1.1
Glyma.12g122200,Glyma.12g122200,Glyma2.0
Glyma.12g122300,Glyma12g14340,Glyma 1.1
Glyma.12g122300,Glyma.12g122300,Glyma2.0
Glyma.12g122400,Glyma12g14350,Glyma 1.1
Glyma.12g122400,Glyma.12g122400,Glyma2.0
Glyma.12g122700,Glyma12g14360,Glyma 1.1
Glyma.12g122700,Glyma.12g122700,Glyma2.0
Glyma.12g122800,Glyma12g14400,Glyma 1.1
Glyma.12g122800,Glyma.12g122800,Glyma2.0
Glyma.12g122900,Glyma12g14420,Glyma 1.1
Glyma.12g122900,Glyma.12g122900,Glyma2.0
Glyma.12g123500,Glyma12g14540,Glyma 1.1
Glyma.12g123500,Glyma.12g123500,Glyma2.0
Glyma.12g123600,Glyma12g14550,Glyma 1.1
Glyma.12g123600,Glyma.12g123600,Glyma2.0
Glyma.12g123700,Glyma12g14560,Glyma 1.1
Glyma.12g123700,Glyma.12g123700,Glyma2.0
Glyma.12g123800,Glyma12g14580,Glyma 1.1
Glyma.12g123800,Glyma.12g123800,Glyma2.0
Glyma.12g124100,Glyma12g14606,Glyma 1.1
Glyma.12g124100,Glyma.12g124100,Glyma2.0
Glyma.12g124200,Glyma12g14620,Glyma 1.1
Glyma.12g124200,Glyma.12g124200,Glyma2.0
Glyma.12g124400,Glyma12g14660,Glyma 1.1
Glyma.12g124400,Glyma.12g124400,Glyma2.0
Glyma.12g124500,Glyma12g14670,Glyma 1.1
Glyma.12g124500,Glyma.12g124500,Glyma2.0
Glyma.12g124700,Glyma12g14700,Glyma 1.1
Glyma.12g124700,Glyma.12g124700,Glyma2.0
Glyma.12g124900,Glyma12g14750,Glyma 1.1
Glyma.12g124900,Glyma.12g124900,Glyma2.0
Glyma.12g125000,Glyma12g14760,Glyma 1.1
Glyma.12g125000,Glyma.12g125000,Glyma2.0
Glyma.12g125200,Glyma12g14800,Glyma 1.1
Glyma.12g125200,Glyma.12g125200,Glyma2.0
Glyma.12g125300,Glyma12g14810,Glyma 1.1
Glyma.12g125300,Glyma.12g125300,Glyma2.0
Glyma.12g125800,Glyma12g14900,Glyma 1.1
Glyma.12g125800,Glyma.12g125800,Glyma2.0
Glyma.12g126100,Glyma12g14940,Glyma 1.1
Glyma.12g126100,Glyma.12g126100,Glyma2.0
Glyma.12g126200,Glyma12g14950,Glyma 1.1
Glyma.12g126200,Glyma.12g126200,Glyma2.0
Glyma.12g126300,Glyma12g14960,Glyma 1.1
Glyma.12g126300,Glyma.12g126300,Glyma2.0
Glyma.12g126400,Glyma12g14970,Glyma 1.1
Glyma.12g126400,Glyma.12g126400,Glyma2.0
Glyma.12g126500,Glyma12g14980,Glyma 1.1
Glyma.12g126500,Glyma.12g126500,Glyma2.0
Glyma.12g126600,Glyma12g14990,Glyma 1.1
Glyma.12g126600,Glyma.12g126600,Glyma2.0
Glyma.12g126700,Glyma12g15030,Glyma 1.1
Glyma.12g126700,Glyma.12g126700,Glyma2.0
Glyma.12g127000,Glyma12g15090,Glyma 1.1
Glyma.12g127000,Glyma.12g127000,Glyma2.0
Glyma.12g127100,Glyma12g15110,Glyma 1.1
Glyma.12g127100,Glyma.12g127100,Glyma2.0
Glyma.12g127200,Glyma12g15120,Glyma 1.1
Glyma.12g127200,Glyma.12g127200,Glyma2.0
Glyma.12g127300,Glyma12g15130,Glyma 1.1
Glyma.12g127300,Glyma.12g127300,Glyma2.0
Glyma.12g127600,Glyma12g15170,Glyma 1.1
Glyma.12g127600,Glyma.12g127600,Glyma2.0
Glyma.12g128100,Glyma12g15250,Glyma 1.1
Glyma.12g128100,Glyma.12g128100,Glyma2.0
Glyma.12g128600,Glyma12g15360,Glyma 1.1
